0	0	3.5
0	9	4.0
0	11	3.5
0	14	4.0
0	16	4.0
0	17	2.0
0	18	2.0
1	3	3.0
1	4	3.5
1	9	2.0
1	10	2.5
1	13	4.0
1	16	4.5
1	19	5.0
2	0	3.0
2	6	4.0
2	7	4.0
2	9	4.0
2	10	4.0
2	11	3.0
2	18	3.0
3	3	4.0
3	7	2.0
3	9	3.0
3	12	3.0
3	16	1.0
4	6	4.0
4	9	2.5
4	10	4.5
4	12	5.0
4	17	3.5
5	2	5.0
5	6	5.0
5	8	4.5
5	12	5.0
5	18	3.5
6	12	4.5
6	13	4.0
6	15	4.0
6	17	2.0
7	0	4.5
7	2	0.5
7	7	5.0
7	8	2.0
7	10	2.0
7	17	2.0
7	19	3.0
8	4	5.0
8	7	3.5
8	11	3.0
8	17	3.0
9	1	4.0
9	3	4.5
9	12	5.0
10	6	3.0
10	9	3.0
10	10	4.0
10	12	4.0
10	15	4.5
10	16	3.5
10	18	3.5
11	3	5.0
11	4	5.0
11	7	4.5
11	8	5.0
11	12	4.5
11	19	5.0
12	10	5.0
12	13	3.0
12	14	5.0
12	16	3.0
13	1	3.0
13	4	3.0
13	5	2.0
13	11	3.5
13	19	5.0
14	2	3.5
14	4	3.5
14	12	4.0
15	1	5.0
15	8	5.0
16	0	3.0
16	1	4.5
16	5	3.5
16	19	5.0
17	0	5.0
17	9	5.0
17	11	5.0
17	12	4.5
17	13	4.0
17	16	3.5
17	18	4.0
18	5	5.0
18	6	3.0
18	7	1.0
18	9	5.0
18	10	5.0
18	18	3.0
19	1	4.5
19	7	4.0
19	11	3.5
19	17	3.5
19	18	3.5
20	4	5.0
20	6	3.0
20	10	4.0
20	11	4.0
20	12	5.0
20	13	5.0
20	15	5.0
20	16	5.0
20	18	2.5
21	3	4.0
21	8	4.5
21	10	5.0
21	11	4.5
21	15	5.0
21	16	4.0
22	11	4.5
22	12	5.0
22	13	5.0
22	14	5.0
22	19	3.5
23	0	5.0
23	2	4.5
23	4	4.5
23	5	5.0
23	17	4.5
24	0	3.5
24	2	5.0
24	3	4.5
24	10	3.5
24	16	5.0
24	19	4.0
25	9	5.0
25	15	4.0
25	17	4.0
25	18	4.0
25	19	5.0
26	1	5.0
26	2	4.5
26	3	3.5
26	8	4.5
26	17	3.0
27	9	5.0
27	11	4.0
27	15	5.0
28	7	5.0
28	10	4.5
28	15	5.0
29	7	4.5
29	9	3.5
29	11	4.0
29	12	5.0
29	14	4.0
29	19	5.0
30	10	4.0
30	14	5.0
31	4	4.0
31	9	4.0
31	10	3.5
31	12	3.0
32	0	3.5
32	4	3.0
32	6	3.5
32	9	3.0
32	12	4.0
32	16	4.0
33	0	3.0
33	1	4.0
33	5	5.0
33	6	5.0
33	13	3.0
33	15	4.0
33	16	5.0
34	11	3.5
34	12	4.0
35	3	4.0
35	4	5.0
35	8	4.5
35	10	4.0
35	12	5.0
35	13	4.5
36	2	2.5
36	3	3.0
36	5	3.0
36	13	2.0
37	3	3.5
37	10	5.0
37	16	5.0
38	2	4.0
38	7	4.0
38	11	4.5
38	17	4.0
38	19	3.5
39	0	0.5
39	1	1.5
39	3	3.0
39	5	4.0
39	7	2.0
39	8	0.5
40	4	3.0
40	5	2.5
40	7	5.0
40	16	4.0
40	17	4.0
41	2	5.0
41	4	3.0
41	6	4.0
41	8	5.0
41	14	5.0
41	15	5.0
41	16	5.0
41	18	4.0
42	2	5.0
42	5	4.0
42	6	4.5
42	8	3.5
42	15	5.0
42	19	5.0
43	4	1.0
43	5	4.5
43	8	5.0
43	15	3.5
44	1	5.0
44	5	4.5
44	10	4.0
44	13	5.0
44	15	4.0
44	16	5.0
44	19	5.0
45	2	5.0
45	4	5.0
45	7	5.0
45	15	3.5
45	17	1.5
45	19	5.0
46	2	2.0
46	3	3.0
47	4	5.0
47	5	3.0
47	12	3.0
47	14	4.0
47	15	4.0
47	16	5.0
47	19	5.0
48	5	5.0
49	6	4.5
49	11	4.5
49	17	4.5
