0	0	3.5
0	1	3.5
0	2	4.0
0	3	4.0
0	5	2.5
0	10	4.0
0	11	3.5
0	14	4.0
0	15	4.0
0	16	4.0
0	17	2.0
0	18	2.0
0	19	3.5
1	0	4.5
1	1	4.0
1	2	4.0
1	3	3.0
1	4	3.5
1	5	3.0
1	6	2.0
1	7	4.0
1	8	3.0
1	9	2.0
1	10	2.5
1	11	3.0
1	12	4.5
1	13	4.0
1	14	3.5
1	16	4.5
1	17	2.5
1	18	2.5
1	19	5.0
2	0	3.0
2	1	5.0
2	2	5.0
2	4	3.0
2	6	4.0
2	8	4.0
2	9	4.0
2	11	3.0
2	12	4.0
2	13	4.0
2	14	3.0
2	17	3.0
2	18	3.0
3	0	2.0
3	1	2.0
3	2	4.0
3	3	4.0
3	4	3.0
3	5	3.0
3	6	3.0
3	7	2.0
3	9	3.0
3	12	3.0
3	13	5.0
3	15	4.0
3	16	1.0
3	17	3.0
3	18	3.0
3	19	4.0
4	0	4.5
4	1	5.0
4	4	4.5
4	5	5.0
4	7	5.0
4	8	5.0
4	9	2.5
4	11	3.5
4	12	5.0
4	14	5.0
4	15	3.5
4	16	4.5
4	17	3.5
4	18	4.0
4	19	4.5
5	0	5.0
5	1	5.0
5	2	5.0
5	3	5.0
5	4	5.0
5	9	3.5
5	10	5.0
5	11	5.0
5	13	5.0
5	14	4.0
5	15	5.0
5	16	4.5
5	17	3.5
5	18	3.5
5	19	3.5
6	0	3.5
6	1	4.5
6	2	4.5
6	3	4.0
6	4	4.0
6	5	4.0
6	7	4.0
6	8	3.0
6	9	3.5
6	12	4.5
6	13	4.0
6	14	4.0
6	15	4.0
6	16	3.0
6	17	2.0
6	18	1.5
6	19	5.0
7	1	4.0
7	2	0.5
7	3	4.5
7	4	3.5
7	6	3.0
7	7	5.0
7	11	0.5
7	12	2.0
7	13	4.0
7	14	4.5
7	16	3.0
7	18	3.0
8	0	4.0
8	1	4.5
8	2	3.5
8	3	3.5
8	4	5.0
8	6	3.5
8	7	3.5
8	9	4.0
8	10	2.0
8	12	2.0
8	13	4.5
8	14	2.0
8	15	4.5
8	16	5.0
8	17	3.0
8	18	3.5
8	19	3.5
9	0	3.0
9	1	4.0
9	3	4.5
9	4	4.5
9	5	4.5
9	6	5.0
9	7	4.0
9	8	4.0
9	9	4.5
9	11	5.0
9	12	5.0
9	15	4.5
9	16	4.0
9	17	3.5
9	18	3.5
10	0	3.5
10	1	4.0
10	3	3.5
10	4	4.5
10	5	4.0
10	6	3.0
10	7	3.5
10	8	2.0
10	9	3.0
10	10	4.0
10	11	4.0
10	12	4.0
10	13	4.5
10	14	3.0
10	15	4.5
10	16	3.5
10	17	3.0
10	18	3.5
10	19	4.0
11	0	4.5
11	2	5.0
11	3	5.0
11	4	5.0
11	5	4.5
11	7	4.5
11	10	4.5
11	11	4.0
11	12	4.5
11	13	5.0
11	14	3.5
11	16	5.0
11	17	4.5
11	19	5.0
12	0	4.0
12	1	5.0
12	3	4.0
12	5	5.0
12	6	4.5
12	7	4.5
12	9	4.5
12	12	5.0
12	17	4.5
12	18	4.5
13	0	2.5
13	1	3.0
13	2	5.0
13	6	3.5
13	7	3.5
13	9	3.0
13	10	2.0
13	12	2.0
13	13	5.0
13	15	4.5
13	16	4.0
13	17	3.0
13	18	3.0
13	19	5.0
14	0	2.5
14	2	3.5
14	3	4.0
14	4	3.5
14	5	4.0
14	6	3.0
14	7	3.0
14	8	3.0
14	9	3.0
14	10	3.5
14	12	4.0
14	13	3.0
14	14	3.5
14	15	4.0
14	16	3.5
14	17	3.0
14	18	1.5
14	19	3.5
15	1	5.0
15	3	4.0
15	6	4.0
15	7	4.0
15	9	3.5
15	11	4.5
15	12	4.5
15	13	5.0
15	14	4.5
15	15	3.0
15	16	5.0
15	19	2.0
16	2	5.0
16	3	4.0
16	4	5.0
16	5	3.5
16	7	4.0
16	8	3.5
16	9	4.5
16	11	5.0
16	12	5.0
16	13	4.5
16	14	4.5
16	15	4.0
16	16	4.0
16	17	4.0
16	19	5.0
17	0	5.0
17	1	5.0
17	3	4.5
17	4	5.0
17	6	5.0
17	7	5.0
17	8	5.0
17	9	5.0
17	11	5.0
17	12	4.5
17	13	4.0
17	14	4.5
17	16	3.5
17	18	4.0
17	19	4.5
18	0	5.0
18	2	4.5
18	4	4.5
18	5	5.0
18	6	3.0
18	7	1.0
18	8	5.0
18	9	5.0
18	10	5.0
18	11	5.0
18	13	4.5
18	14	3.0
18	15	3.5
18	16	4.0
18	17	3.0
18	18	3.0
18	19	5.0
19	0	3.5
19	2	4.5
19	3	4.0
19	4	4.5
19	5	4.5
19	7	4.0
19	8	3.5
19	9	3.0
19	11	3.5
19	12	4.0
19	13	4.5
19	14	4.0
19	15	3.5
19	19	4.0
20	0	4.0
20	1	5.0
20	2	3.5
20	4	5.0
20	5	5.0
20	6	3.0
20	7	5.0
20	9	3.5
20	10	4.0
20	11	4.0
20	12	5.0
20	13	5.0
20	16	5.0
20	17	3.5
20	18	2.5
20	19	4.0
21	0	3.5
21	1	4.5
21	2	4.5
21	4	4.5
21	5	5.0
21	6	4.5
21	7	4.5
21	8	4.5
21	10	5.0
21	12	5.0
21	13	4.0
21	14	4.5
21	15	5.0
21	16	4.0
21	18	3.5
21	19	4.5
22	0	4.0
22	1	4.0
22	3	4.0
22	5	4.5
22	6	3.5
22	7	3.5
22	8	4.0
22	9	3.0
22	11	4.5
22	12	5.0
22	13	5.0
22	14	5.0
22	16	4.0
22	17	3.5
22	19	3.5
23	0	5.0
23	1	4.0
23	3	5.0
23	4	4.5
23	5	5.0
23	6	5.0
23	7	4.0
23	8	4.5
23	10	4.0
23	11	4.5
23	14	3.5
23	15	4.5
23	17	4.5
23	19	3.5
24	0	3.5
24	1	4.0
24	2	5.0
24	4	5.0
24	5	4.5
24	8	2.0
24	11	3.5
24	12	4.5
24	15	4.5
25	0	4.0
25	1	5.0
25	3	5.0
25	5	5.0
25	7	5.0
25	8	3.0
25	9	5.0
25	10	3.0
25	11	5.0
25	12	5.0
25	13	4.0
25	14	5.0
25	15	4.0
25	16	4.0
25	17	4.0
25	18	4.0
25	19	5.0
26	0	3.0
26	2	4.5
26	3	3.5
26	4	5.0
26	7	4.5
26	10	4.0
26	11	3.5
26	12	4.5
26	14	4.0
26	16	3.5
26	18	2.0
26	19	5.0
27	1	3.0
27	3	4.0
27	4	4.0
27	5	4.0
27	6	4.0
27	7	3.0
27	8	1.0
27	9	5.0
27	10	3.0
27	11	4.0
27	12	5.0
27	13	4.5
27	16	3.0
27	17	3.5
27	19	4.0
28	0	5.0
28	4	4.5
28	7	5.0
28	8	4.0
28	9	3.0
28	10	4.5
28	11	4.5
28	12	5.0
28	14	5.0
28	15	5.0
28	16	5.0
28	17	4.0
29	0	4.0
29	1	4.5
29	2	5.0
29	3	5.0
29	4	5.0
29	5	5.0
29	7	4.5
29	8	5.0
29	9	3.5
29	10	5.0
29	11	4.0
29	13	4.0
29	15	5.0
29	16	5.0
29	17	3.0
29	19	5.0
30	0	3.0
30	1	5.0
30	2	5.0
30	4	5.0
30	6	3.0
30	7	4.0
30	8	4.0
30	10	4.0
30	11	3.0
30	12	5.0
30	13	5.0
30	14	5.0
30	15	5.0
30	16	4.0
30	17	3.0
30	18	2.0
30	19	5.0
31	0	4.5
31	2	5.0
31	3	3.5
31	4	4.0
31	5	4.0
31	7	3.0
31	9	4.0
31	11	3.0
31	12	3.0
31	14	4.0
31	15	5.0
31	16	3.0
31	17	3.5
31	18	3.5
32	2	3.5
32	3	4.0
32	4	3.0
32	6	3.5
32	7	3.0
32	8	4.0
32	9	3.0
32	12	4.0
32	13	4.0
32	14	4.0
32	15	4.0
32	17	3.5
32	18	2.5
32	19	4.0
33	0	3.0
33	1	4.0
33	3	5.0
33	4	4.0
33	5	5.0
33	6	5.0
33	7	5.0
33	8	3.5
33	9	4.5
33	10	4.5
33	11	5.0
33	12	4.5
33	14	5.0
33	16	5.0
33	17	4.5
33	18	5.0
33	19	4.5
34	1	4.5
34	3	4.0
34	4	4.5
34	5	4.0
34	6	3.5
34	7	3.5
34	8	4.0
34	9	4.0
34	11	3.5
34	12	4.0
34	13	3.5
34	14	3.5
34	16	4.5
34	18	3.0
34	19	3.5
35	0	4.5
35	2	5.0
35	4	5.0
35	5	4.5
35	7	4.0
35	10	4.0
35	11	4.5
35	12	5.0
35	14	5.0
35	15	4.5
35	16	4.0
35	17	4.0
35	18	4.0
35	19	3.5
36	0	4.0
36	1	3.5
36	2	2.5
36	3	3.0
36	4	3.5
36	5	3.0
36	6	3.0
36	7	5.0
36	8	3.0
36	9	5.0
36	10	3.0
36	11	3.0
36	12	4.0
36	13	2.0
36	15	3.0
36	16	3.0
36	18	3.0
36	19	3.5
37	2	5.0
37	3	3.5
37	4	4.0
37	5	5.0
37	8	3.0
37	9	3.5
37	10	5.0
37	11	5.0
37	12	5.0
37	13	5.0
37	14	5.0
37	15	3.0
37	17	4.5
38	0	4.0
38	1	5.0
38	2	4.0
38	3	4.0
38	4	5.0
38	5	4.0
